city,timestamp,temperature,season
New York,2010-01-01,-2.5725400997504995,winter
New York,2010-01-02,5.898166378419273,winter
New York,2010-01-03,5.26493579237129,winter
New York,2010-01-04,3.5773317964113946,winter
New York,2010-01-05,1.7352683383199237,winter
New York,2010-01-06,1.3399146721485191,winter
New York,2010-01-07,2.9887756550331614,winter
New York,2010-01-08,0.05873613650448095,winter
New York,2010-01-09,-2.910292955185197,winter
New York,2010-01-10,2.5762646732136445,winter
New York,2010-01-11,4.345278533015916,winter
New York,2010-01-12,2.3591554085452353,winter
New York,2010-01-13,0.9188341397282791,winter
New York,2010-01-14,0.3778796665377598,winter
New York,2010-01-15,-6.194894751564424,winter
New York,2010-01-16,-6.886145959696465,winter
New York,2010-01-17,3.5428136151157945,winter
New York,2010-01-18,2.774755943391507,winter
New York,2010-01-19,2.2647789443384068,winter
New York,2010-01-20,-3.9402931593644186,winter
New York,2010-01-21,-4.528672910370844,winter
New York,2010-01-22,-2.8122087378635534,winter
New York,2010-01-23,-5.014763893126242,winter
New York,2010-01-24,-6.002803242455064,winter
New York,2010-01-25,4.969071757693753,winter
New York,2010-01-26,2.525253233972799,winter
New York,2010-01-27,-8.327321006909724,winter
New York,2010-01-28,5.295675521994708,winter
New York,2010-01-29,-2.04359458425337,winter
New York,2010-01-30,5.108875304059547,winter
New York,2010-01-31,0.45272404816168044,winter
New York,2010-02-01,-0.8269012102013396,winter
New York,2010-02-02,-7.961225662080468,winter
New York,2010-02-03,1.517872319777835,winter
New York,2010-02-04,4.372131437414264,winter
New York,2010-02-05,2.7050476278389075,winter
New York,2010-02-06,0.19639039478951298,winter
New York,2010-02-07,-3.147367909690143,winter
New York,2010-02-08,1.1845868166936713,winter
New York,2010-02-09,2.041655340258138,winter
New York,2010-02-10,8.596697552764894,winter
New York,2010-02-11,-9.866978276341829,winter
New York,2010-02-12,-0.31819627957870883,winter
New York,2010-02-13,0.32509107143974036,winter
New York,2010-02-14,2.0595257254317763,winter
New York,2010-02-15,-12.443054911887355,winter
New York,2010-02-16,1.1562337994527718,winter
New York,2010-02-17,-7.640386938226134,winter
New York,2010-02-18,-1.792710576451977,winter
New York,2010-02-19,-0.8822138951598844,winter
New York,2010-02-20,-3.528255012455866,winter
New York,2010-02-21,3.3191822701167046,winter
New York,2010-02-22,2.5685893442277683,winter
New York,2010-02-23,-6.922182042750507,winter
New York,2010-02-24,4.550455840116773,winter
New York,2010-02-25,4.012674307196603,winter
New York,2010-02-26,-2.2158226832994394,winter
New York,2010-02-27,-1.65910940482705,winter
New York,2010-02-28,3.7989449904328723,winter
New York,2010-03-01,8.178447129861626,spring
New York,2010-03-02,19.348898032864064,spring
New York,2010-03-03,4.894982159151193,spring
New York,2010-03-04,7.067198825804332,spring
New York,2010-03-05,20.395035372135442,spring
New York,2010-03-06,8.500219630779958,spring
New York,2010-03-07,20.6315782775634,spring
New York,2010-03-08,7.450270052513392,spring
New York,2010-03-09,13.02682631549196,spring
New York,2010-03-10,5.570286406434461,spring
New York,2010-03-11,13.32920273829098,spring
New York,2010-03-12,15.170270132654824,spring
New York,2010-03-13,11.132293706170874,spring
New York,2010-03-14,16.776290629840133,spring
New York,2010-03-15,1.365256852122144,spring
New York,2010-03-16,11.350231539086227,spring
New York,2010-03-17,13.96938364341142,spring
New York,2010-03-18,13.499420008897147,spring
New York,2010-03-19,13.045946351526606,spring
New York,2010-03-20,11.186481024340775,spring
New York,2010-03-21,11.38697888922979,spring
New York,2010-03-22,19.38533096243686,spring
New York,2010-03-23,11.475357513650355,spring
New York,2010-03-24,5.969241319915409,spring
New York,2010-03-25,15.502199405543106,spring
New York,2010-03-26,3.517404559723251,spring
New York,2010-03-27,6.981408594663537,spring
New York,2010-03-28,6.7008712560169315,spring
New York,2010-03-29,6.417929478049898,spring
New York,2010-03-30,13.349802117329338,spring
New York,2010-03-31,14.082430019647678,spring
New York,2010-04-01,15.253008856720683,spring
New York,2010-04-02,13.559654729105958,spring
New York,2010-04-03,10.478712198976998,spring
New York,2010-04-04,16.399842528084523,spring
New York,2010-04-05,15.17557724054509,spring
New York,2010-04-06,15.689451044384809,spring
New York,2010-04-07,14.0598397702107,spring
New York,2010-04-08,5.791715628386179,spring
New York,2010-04-09,6.871503139832223,spring
New York,2010-04-10,12.819638051959188,spring
New York,2010-04-11,5.457486864049164,spring
New York,2010-04-12,6.93567509693845,spring
New York,2010-04-13,5.863958213413588,spring
New York,2010-04-14,6.75653173469349,spring
New York,2010-04-15,-2.2331472271952375,spring
New York,2010-04-16,13.17973885628794,spring
New York,2010-04-17,9.189589457513623,spring
New York,2010-04-18,2.0417444219187466,spring
New York,2010-04-19,7.099173359424051,spring
New York,2010-04-20,14.991238409115763,spring
New York,2010-04-21,12.710459232989205,spring
New York,2010-04-22,9.231639382179997,spring
New York,2010-04-23,12.937697064807992,spring
New York,2010-04-24,3.092031647371397,spring
New York,2010-04-25,11.70770162282368,spring
New York,2010-04-26,6.949911221884992,spring
New York,2010-04-27,4.090500551052227,spring
New York,2010-04-28,6.05431482433635,spring
New York,2010-04-29,14.478749550498746,spring
New York,2010-04-30,9.063355239788441,spring
New York,2010-05-01,17.018932019870963,spring
New York,2010-05-02,3.8923485692527375,spring
New York,2010-05-03,10.320092332767787,spring
New York,2010-05-04,6.727312636021403,spring
New York,2010-05-05,8.232696844924067,spring
New York,2010-05-06,7.769737128580372,spring
New York,2010-05-07,2.7055030001950815,spring
New York,2010-05-08,19.75869843087668,spring
New York,2010-05-09,-1.8968758630709903,spring
New York,2010-05-10,6.908698540235219,spring
New York,2010-05-11,14.425646365181727,spring
New York,2010-05-12,11.526678391967184,spring
New York,2010-05-13,10.185565751129843,spring
New York,2010-05-14,11.780366168965124,spring
New York,2010-05-15,2.3718793348556124,spring
New York,2010-05-16,7.307681165591555,spring
New York,2010-05-17,-0.6070722161380999,spring
New York,2010-05-18,14.099825700267363,spring
New York,2010-05-19,12.366031357119002,spring
New York,2010-05-20,10.678719400708589,spring
New York,2010-05-21,7.759733856285648,spring
New York,2010-05-22,4.22115077402041,spring
New York,2010-05-23,13.208212037978743,spring
New York,2010-05-24,5.6380230135345855,spring
New York,2010-05-25,5.837558999117044,spring
New York,2010-05-26,5.056975885430938,spring
New York,2010-05-27,7.908195892899448,spring
New York,2010-05-28,15.651562691807928,spring
New York,2010-05-29,0.3379828996841425,spring
New York,2010-05-30,-0.001724806467858997,spring
New York,2010-05-31,-1.4580294383426757,spring
New York,2010-06-01,24.0885350057098,summer
New York,2010-06-02,22.222230111912356,summer
New York,2010-06-03,25.02634152134615,summer
New York,2010-06-04,21.824124228488756,summer
New York,2010-06-05,24.575601069671745,summer
New York,2010-06-06,18.72759441244751,summer
New York,2010-06-07,29.168815499343296,summer
New York,2010-06-08,26.67482530056207,summer
New York,2010-06-09,23.09104472442606,summer
New York,2010-06-10,26.413508745772862,summer
New York,2010-06-11,20.196229356199765,summer
New York,2010-06-12,18.42188316693202,summer
New York,2010-06-13,20.577827661736098,summer
New York,2010-06-14,22.353153706984546,summer
New York,2010-06-15,24.47159621054109,summer
New York,2010-06-16,27.530592655900683,summer
New York,2010-06-17,27.957554619123403,summer
New York,2010-06-18,20.32688970679532,summer
New York,2010-06-19,28.19877841810446,summer
New York,2010-06-20,22.694640114040304,summer
New York,2010-06-21,21.459772962003957,summer
New York,2010-06-22,23.61655109767258,summer
New York,2010-06-23,25.217132964710192,summer
New York,2010-06-24,28.826282941814952,summer
New York,2010-06-25,21.207722370978026,summer
New York,2010-06-26,21.50125264071412,summer
New York,2010-06-27,19.272751866028102,summer
New York,2010-06-28,25.5167728792499,summer
New York,2010-06-29,25.59013688638508,summer
New York,2010-06-30,26.600787808770427,summer
New York,2010-07-01,18.57732717686427,summer
New York,2010-07-02,31.77587823844614,summer
New York,2010-07-03,27.18587383972516,summer
New York,2010-07-04,30.539597465255483,summer
New York,2010-07-05,17.409545728910043,summer
New York,2010-07-06,23.465190398620667,summer
New York,2010-07-07,30.322203037761447,summer
New York,2010-07-08,31.99414219595177,summer
New York,2010-07-09,27.953785522173654,summer
New York,2010-07-10,17.955479936990713,summer
New York,2010-07-11,16.07520099331881,summer
New York,2010-07-12,22.708661467807122,summer
New York,2010-07-13,24.606121963683716,summer
New York,2010-07-14,31.23814576537496,summer
New York,2010-07-15,22.085387195394645,summer
New York,2010-07-16,25.19171230671402,summer
New York,2010-07-17,30.90160116038979,summer
New York,2010-07-18,26.562659321875298,summer
New York,2010-07-19,29.36917579102179,summer
New York,2010-07-20,21.545722633683546,summer
New York,2010-07-21,26.315398972198558,summer
New York,2010-07-22,19.632687019459272,summer
New York,2010-07-23,20.8638450746093,summer
New York,2010-07-24,17.6899531392989,summer
New York,2010-07-25,22.012326419201543,summer
New York,2010-07-26,28.225987055558065,summer
New York,2010-07-27,23.72248014822305,summer
New York,2010-07-28,28.29897647339743,summer
New York,2010-07-29,27.262355729696893,summer
New York,2010-07-30,20.543769598883866,summer
New York,2010-07-31,27.7064274530804,summer
New York,2010-08-01,25.91899536628189,summer
New York,2010-08-02,19.125828131371893,summer
New York,2010-08-03,30.700226060485154,summer
New York,2010-08-04,19.182090037571104,summer
New York,2010-08-05,24.78049170772429,summer
New York,2010-08-06,27.02872863785116,summer
New York,2010-08-07,29.12174933500855,summer
New York,2010-08-08,27.505512917128378,summer
New York,2010-08-09,31.6552464447988,summer
New York,2010-08-10,25.40581967802029,summer
New York,2010-08-11,11.540792107708608,summer
New York,2010-08-12,27.73234389276272,summer
New York,2010-08-13,24.1310698392524,summer
New York,2010-08-14,23.56232715832644,summer
New York,2010-08-15,28.311879909183464,summer
New York,2010-08-16,32.071234509921005,summer
New York,2010-08-17,26.025554061431556,summer
New York,2010-08-18,28.990417361229063,summer
New York,2010-08-19,17.810340154497652,summer
New York,2010-08-20,19.070483221679623,summer
New York,2010-08-21,21.847372671263336,summer
New York,2010-08-22,25.10530733385551,summer
New York,2010-08-23,20.28458911590179,summer
